review_id,silver_labels,silver_scores
11565,"[np.int64(442), np.int64(461), np.int64(473)]","[0.6840614308233031, 0.7037575217648856, 0.8601197456120937]"
11566,"[np.int64(90), np.int64(92), np.int64(218)]","[0.9128230904238678, 0.6677974095876802, 0.6170999234248529]"
11567,"[np.int64(61), np.int64(88), np.int64(470)]","[0.7735494759908565, 0.6766501807683447, 0.6543472524166593]"
11568,"[np.int64(261), np.int64(465), np.int64(512)]","[0.6045615092540911, 0.658018148067944, 0.5983048549665794]"
11569,"[np.int64(90), np.int64(338), np.int64(473)]","[0.7828921443317468, 0.6457928176326495, 0.8988613331924233]"
11570,"[np.int64(5), np.int64(21), np.int64(222)]","[0.6245817307139692, 0.6108799979999293, 0.6257802362764472]"
11571,"[np.int64(85), np.int64(218), np.int64(511)]","[0.6064755132871807, 0.6625289390814948, 0.685051530349396]"
11572,"[np.int64(466), np.int64(471), np.int64(479)]","[0.6426688893560409, 0.6673533077256885, 0.6566375887196063]"
11573,"[np.int64(239), np.int64(338), np.int64(473)]","[0.7316632758185587, 0.6411371877461358, 0.8549418568700795]"
11574,"[np.int64(157), np.int64(510), np.int64(530)]","[0.6999999518271044, 0.690505131097508, 0.621110735386291]"
11575,"[np.int64(90), np.int64(208), np.int64(296)]","[0.6999999562028463, 0.6486803090598617, 0.6446930810455281]"
11576,"[np.int64(32), np.int64(84), np.int64(180)]","[0.6999999620164388, 0.6054891526061785, 0.6196638546665163]"
11577,"[np.int64(80), np.int64(242), np.int64(461)]","[0.6913272122938295, 0.8048414529539818, 0.6969651455753554]"
11578,"[np.int64(208), np.int64(279), np.int64(465)]","[0.6527481472171912, 0.6489625856632877, 0.6828837533688917]"
11579,"[np.int64(63), np.int64(358), np.int64(373)]","[0.6999999602484938, 0.6732231621611225, 0.6060799552088023]"
11580,"[np.int64(128), np.int64(288), np.int64(510)]","[0.6247236545894004, 0.6370535573473697, 0.699999957438133]"
11581,"[np.int64(88), np.int64(217), np.int64(421)]","[0.6692414783721445, 0.6642716639720692, 0.6422449978798472]"
11582,"[np.int64(69), np.int64(83), np.int64(218)]","[0.6771471425718025, 0.6527376447915927, 0.6563237928387311]"
11583,"[np.int64(34), np.int64(93), np.int64(461)]","[0.6559988425139096, 0.6205932786839101, 0.6687920306550738]"
11584,"[np.int64(335), np.int64(461), np.int64(473)]","[0.791629048923477, 0.6834377879733798, 0.8056827273477107]"
11585,"[np.int64(148), np.int64(387), np.int64(471)]","[0.639862040074038, 0.6508220505754769, 0.6317527923210984]"
11586,"[np.int64(298), np.int64(301), np.int64(510)]","[0.6730318809678012, 0.679786719080284, 0.8205158698654949]"
11587,"[np.int64(52), np.int64(87), np.int64(506)]","[0.6623013092296132, 0.6592452936502787, 0.6405219776240049]"
11588,"[np.int64(200), np.int64(381), np.int64(421)]","[0.6999999572090166, 0.7202151248504118, 0.6474927370028873]"
11589,"[np.int64(230), np.int64(249), np.int64(387)]","[0.8181345712547211, 0.6380875358716538, 0.6420986456856959]"
11590,"[np.int64(148), np.int64(200), np.int64(313)]","[0.6367065022710567, 0.6289810712668147, 0.7510092771069883]"
11591,"[np.int64(128), np.int64(261), np.int64(383)]","[0.6129617284194959, 0.6138373994422845, 0.6765811755560709]"
11592,"[np.int64(86), np.int64(207), np.int64(378)]","[0.6783036144206176, 0.6418693984754293, 0.635426889405896]"
11593,"[np.int64(32), np.int64(63), np.int64(501)]","[0.6999999582647621, 0.5964895666901819, 0.6259822262019137]"
11594,"[np.int64(275), np.int64(330), np.int64(503)]","[0.7506496827957357, 0.6647456382758916, 0.63746777323885]"
11595,"[np.int64(76), np.int64(231), np.int64(279)]","[0.669005525497607, 0.7310128938815962, 0.644262719216318]"
11596,"[np.int64(221), np.int64(246), np.int64(335)]","[0.6323414067276955, 0.8517189764251827, 0.7571568659826584]"
11597,"[np.int64(209), np.int64(403), np.int64(521)]","[0.8369257861772451, 0.7978481644242007, 0.7970832458536733]"
11598,"[np.int64(67), np.int64(253), np.int64(377)]","[0.6743915884621909, 0.6212242793860805, 0.699999966250209]"
11599,"[np.int64(383), np.int64(471), np.int64(510)]","[0.6999999590885408, 0.6612348915954136, 0.7017370581443512]"
11600,"[np.int64(113), np.int64(207), np.int64(424)]","[0.6411870401502711, 0.6786047247255683, 0.6286068697148167]"
11601,"[np.int64(169), np.int64(358), np.int64(387)]","[0.6259798047076739, 0.6632997806432287, 0.6699007698315174]"
11602,"[np.int64(70), np.int64(163), np.int64(330)]","[0.7197685525931246, 0.6582991821838018, 0.6499722014511007]"
11603,"[np.int64(85), np.int64(163), np.int64(345)]","[0.636412079693718, 0.6357337885285758, 0.6414478058874054]"
11604,"[np.int64(65), np.int64(67), np.int64(253)]","[0.7147080811545834, 0.7246029126578338, 0.6698934058382661]"
11605,"[np.int64(57), np.int64(90), np.int64(461)]","[0.608867817262037, 0.7288261161030792, 0.6745140061746079]"
11606,"[np.int64(67), np.int64(335), np.int64(442)]","[0.6569608348955704, 0.6999999591183639, 0.5843438789685034]"
11607,"[np.int64(424), np.int64(479), np.int64(504)]","[0.6755330508666499, 0.6506288275002841, 0.6785456212816187]"
11608,"[np.int64(90), np.int64(442), np.int64(473)]","[0.7218544969506804, 0.705203811295038, 0.7833570327466843]"
11609,"[np.int64(265), np.int64(278), np.int64(483)]","[0.5898210771812767, 0.5865496210364862, 0.6162429707862895]"
11610,"[np.int64(23), np.int64(118), np.int64(395)]","[0.7032234429985142, 0.7708621274979567, 0.6622162151722457]"
11611,"[np.int64(85), np.int64(190), np.int64(506)]","[0.640216263198136, 0.6910566796386296, 0.6740498082128888]"
11612,"[np.int64(148), np.int64(171), np.int64(200)]","[0.6352818384451614, 0.6504127471190362, 0.6744905669176816]"
11613,"[np.int64(32), np.int64(70), np.int64(422)]","[0.6478411434325991, 0.7039010839705225, 0.6999999652005102]"
11614,"[np.int64(6), np.int64(32), np.int64(331)]","[0.6230671796507531, 0.8751136424503712, 0.6666490080291355]"
11615,"[np.int64(12), np.int64(61), np.int64(90)]","[0.6571280842616308, 0.6002635393517001, 0.8604655614853707]"
11616,"[np.int64(218), np.int64(273), np.int64(442)]","[0.6424356871420285, 0.6043514390291523, 0.6281068922426587]"
11617,"[np.int64(106), np.int64(270), np.int64(503)]","[0.6012596735579152, 0.8174188356211869, 0.6999999571069968]"
11618,"[np.int64(365), np.int64(465), np.int64(511)]","[0.6241359790354813, 0.6695189660612931, 0.6999999595951591]"
11619,"[np.int64(88), np.int64(208), np.int64(249)]","[0.6606669570915609, 0.6907386525278503, 0.6365016678061852]"
11620,"[np.int64(377), np.int64(387), np.int64(504)]","[0.6999999659889502, 0.6529456739946329, 0.6512265853622925]"
11621,"[np.int64(230), np.int64(261), np.int64(504)]","[0.852267940997109, 0.6596905987842782, 0.6986433537252194]"
11622,"[np.int64(180), np.int64(253), np.int64(383)]","[0.7851244932921173, 0.6466991144465619, 0.6999999640342309]"
11623,"[np.int64(50), np.int64(66), np.int64(200)]","[0.6408178225963975, 0.6722010515120407, 0.7085453104688704]"
11624,"[np.int64(80), np.int64(333), np.int64(530)]","[0.6156051897499927, 0.6132590012285036, 0.6398082189723157]"
11625,"[np.int64(57), np.int64(228), np.int64(512)]","[0.7383968880708581, 0.7692179123221307, 0.6486302225840413]"
11626,"[np.int64(126), np.int64(351), np.int64(481)]","[0.6436740820292004, 0.7286682325662971, 0.7750316631697922]"
11627,"[np.int64(345), np.int64(465), np.int64(475)]","[0.6059899019518649, 0.6537058181651577, 0.6008253536368195]"
11628,"[np.int64(232), np.int64(380), np.int64(398)]","[0.6491398631965569, 0.6976894467128747, 0.6551545681921443]"
11629,"[np.int64(83), np.int64(200), np.int64(502)]","[0.9273464568427463, 0.671813083663633, 0.6596153300184279]"
11630,"[np.int64(84), np.int64(326), np.int64(424)]","[0.6613611625308357, 0.6444878979194039, 0.6338567555503888]"
11631,"[np.int64(10), np.int64(24), np.int64(89)]","[0.7925635444393945, 0.7661040007317004, 0.699999961510266]"
11632,"[np.int64(76), np.int64(87), np.int64(511)]","[0.6999999576410904, 0.6351288732675408, 0.6799361028286289]"
11633,"[np.int64(443), np.int64(522), np.int64(529)]","[0.7000720987627855, 0.6567050779163548, 0.6554027984446718]"
11634,"[np.int64(57), np.int64(133), np.int64(232)]","[0.6164948503954368, 0.6730696525473642, 0.6113216995746511]"
11635,"[np.int64(32), np.int64(345), np.int64(510)]","[0.738689323684203, 0.6420489007216952, 0.7955245826355624]"
11636,"[np.int64(217), np.int64(288), np.int64(530)]","[0.6308993762931435, 0.7339831774652659, 0.6546212301871593]"
11637,"[np.int64(12), np.int64(60), np.int64(364)]","[0.6390976869828248, 0.6129032545861125, 0.6999999567117603]"
11638,"[np.int64(479), np.int64(490), np.int64(522)]","[0.8280134324539334, 0.6987069570042355, 0.7033067682446186]"
11639,"[np.int64(34), np.int64(345), np.int64(510)]","[0.7317665240098439, 0.6296905556445507, 0.7505173518621482]"
11640,"[np.int64(268), np.int64(345), np.int64(387)]","[0.627386390864862, 0.6214229881972839, 0.6432572966174178]"
11641,"[np.int64(80), np.int64(86), np.int64(411)]","[0.6999999528814266, 0.6287156380806083, 0.6158511541879251]"
11642,"[np.int64(126), np.int64(148), np.int64(530)]","[0.6894278123079429, 0.7453759680293119, 0.6581095385339297]"
11643,"[np.int64(67), np.int64(253), np.int64(422)]","[0.6092936093231356, 0.6040075443014961, 0.6929562595600475]"
11644,"[np.int64(66), np.int64(167), np.int64(200)]","[0.7076783189795143, 0.6985769285663331, 0.7062198670199782]"
11645,"[np.int64(383), np.int64(471), np.int64(479)]","[0.6999999596792464, 0.6451293915776958, 0.6429497065658448]"
11646,"[np.int64(279), np.int64(387), np.int64(410)]","[0.6468015318163262, 0.6710477199104968, 0.6332770391096371]"
11647,"[np.int64(6), np.int64(172), np.int64(416)]","[0.6386256503402773, 0.6990565450854139, 0.6347136955338825]"
11648,"[np.int64(91), np.int64(230), np.int64(421)]","[0.7215365570339904, 0.6749949763407401, 0.690019639597104]"
11649,"[np.int64(67), np.int64(333), np.int64(496)]","[0.6764646969267365, 0.775699160602429, 0.6930184298782124]"
11650,"[np.int64(34), np.int64(65), np.int64(231)]","[0.6407333897730619, 0.7179678595320961, 0.6882497923800608]"
11651,"[np.int64(83), np.int64(240), np.int64(321)]","[0.6053294281215169, 0.5987933543552204, 0.6493501083641153]"
11652,"[np.int64(61), np.int64(90), np.int64(208)]","[0.6852891555046842, 0.7785144271902947, 0.6527789094164969]"
11653,"[np.int64(76), np.int64(288), np.int64(395)]","[0.7622051692635184, 0.8411801143502011, 0.6941706092002545]"
11654,"[np.int64(303), np.int64(424), np.int64(506)]","[0.7032355798706426, 0.6616196684479696, 0.6679724189833073]"
11655,"[np.int64(276), np.int64(335), np.int64(471)]","[0.7076667181868947, 0.7178858522186419, 0.6695552772034749]"
11656,"[np.int64(65), np.int64(79), np.int64(512)]","[0.6344580561938703, 0.57371704543916, 0.7238142749668963]"
11657,"[np.int64(24), np.int64(221), np.int64(318)]","[0.6657382839129398, 0.6444326139308305, 0.5912256643076772]"
11658,"[np.int64(157), np.int64(358), np.int64(387)]","[0.660877116793292, 0.6563606224526316, 0.6651657052506241]"
11659,"[np.int64(208), np.int64(257), np.int64(415)]","[0.6878040896072793, 0.7825416806001839, 0.7327587150261925]"
11660,"[np.int64(65), np.int64(269), np.int64(475)]","[0.6452926077023456, 0.6471230264182085, 0.62881444631944]"
11661,"[np.int64(60), np.int64(170), np.int64(172)]","[0.6304158941142942, 0.8115239942809009, 0.62607033152166]"
11662,"[np.int64(93), np.int64(461), np.int64(468)]","[0.6638511014482863, 0.6420538180587091, 0.6999999561775464]"
11663,"[np.int64(171), np.int64(297), np.int64(321)]","[0.6999999545157988, 0.6599618429764779, 0.6751565214672485]"
11664,"[np.int64(65), np.int64(93), np.int64(442)]","[0.6589200889845434, 0.6626798446684953, 0.6466228915528491]"
11665,"[np.int64(461), np.int64(473), np.int64(502)]","[0.7331786066729667, 0.8300713173966006, 0.651102262904217]"
11666,"[np.int64(93), np.int64(170), np.int64(383)]","[0.6468923415227693, 0.740948845000873, 0.69999996165819]"
11667,"[np.int64(218), np.int64(261), np.int64(471)]","[0.6769006120419597, 0.6913259733716564, 0.6966074686869811]"
11668,"[np.int64(171), np.int64(490), np.int64(501)]","[0.7361788003089683, 0.6435850972021631, 0.6854296807256018]"
11669,"[np.int64(170), np.int64(377), np.int64(422)]","[0.5982097004255211, 0.6843170595050266, 0.6999999634428232]"
11670,"[np.int64(218), np.int64(370), np.int64(501)]","[0.6720118095853616, 0.6542989798991787, 0.662783004066485]"
11671,"[np.int64(39), np.int64(47), np.int64(220)]","[0.5991828753121657, 0.7450404773458247, 0.6125623365480235]"
11672,"[np.int64(76), np.int64(288), np.int64(395)]","[0.7733569884711423, 0.7501977515533459, 0.7013997054519753]"
11673,"[np.int64(88), np.int64(265), np.int64(269)]","[0.7766526838671455, 0.7982451439214442, 0.7785909827098196]"
11674,"[np.int64(93), np.int64(269), np.int64(468)]","[0.6475075819960496, 0.6338338244488481, 0.6774893027149065]"
11675,"[np.int64(63), np.int64(229), np.int64(466)]","[0.6557986397377487, 0.6576794585534548, 0.7014807458713039]"
11676,"[np.int64(93), np.int64(171), np.int64(345)]","[0.662325945871989, 0.7940831370944328, 0.6424860389819667]"
11677,"[np.int64(157), np.int64(293), np.int64(377)]","[0.6152700311214917, 0.6098113636896998, 0.6999999643989449]"
11678,"[np.int64(422), np.int64(442), np.int64(512)]","[0.6999999503657212, 0.7984656971079751, 0.624561750958041]"
11679,"[np.int64(25), np.int64(461), np.int64(473)]","[0.6335287719899465, 0.6761840396602935, 0.8369676828491923]"
11680,"[np.int64(32), np.int64(279), np.int64(370)]","[0.6824000840525135, 0.6873642788917544, 0.643991376797378]"
11681,"[np.int64(65), np.int64(90), np.int64(269)]","[0.6137321751059809, 0.699999964800771, 0.6623749365269046]"
11682,"[np.int64(377), np.int64(387), np.int64(504)]","[0.6999999651402571, 0.6157599861548767, 0.6255162252120666]"
11683,"[np.int64(47), np.int64(88), np.int64(172)]","[0.661565673572448, 0.6909310573575165, 0.6913978097718357]"
11684,"[np.int64(79), np.int64(93), np.int64(218)]","[0.6233963312706392, 0.6370212979616814, 0.6162296066565532]"
11685,"[np.int64(32), np.int64(242), np.int64(377)]","[0.6834878236331356, 0.6697420569527753, 0.6999999642944592]"
11686,"[np.int64(30), np.int64(261), np.int64(512)]","[0.7393526571359714, 0.6752969605645903, 0.6757429452149599]"
11687,"[np.int64(148), np.int64(207), np.int64(278)]","[0.5651369179562489, 0.6283454871858145, 0.5671842999344356]"
11688,"[np.int64(369), np.int64(411), np.int64(530)]","[0.7872336215767701, 0.6533718342321413, 0.6686156531496653]"
11689,"[np.int64(80), np.int64(89), np.int64(468)]","[0.6235732227636761, 0.6999999566005256, 0.6785543662634785]"
11690,"[np.int64(63), np.int64(89), np.int64(170)]","[0.6635439890307551, 0.6999999620395295, 0.736061056675086]"
11691,"[np.int64(6), np.int64(172), np.int64(490)]","[0.6310147363243422, 0.6514470968647258, 0.6308732461688159]"
11692,"[np.int64(171), np.int64(279), np.int64(345)]","[0.7985993897797066, 0.6623295634858993, 0.6353408853588844]"
11693,"[np.int64(261), np.int64(439), np.int64(471)]","[0.658922229069184, 0.618904316789539, 0.6879071541181732]"
11694,"[np.int64(65), np.int64(145), np.int64(264)]","[0.6298226801154695, 0.736650611503856, 0.6702179587713621]"
11695,"[np.int64(105), np.int64(221), np.int64(511)]","[0.668254812353816, 0.6078442100060902, 0.6999999557647928]"
11696,"[np.int64(69), np.int64(85), np.int64(218)]","[0.6452175076702236, 0.6116656594004515, 0.6214536400005829]"
11697,"[np.int64(88), np.int64(106), np.int64(157)]","[0.8305029584713257, 0.637989215479967, 0.6464917871589625]"
11698,"[np.int64(148), np.int64(200), np.int64(217)]","[0.5814605750481738, 0.5865479485417991, 0.5814155581453515]"
11699,"[np.int64(76), np.int64(288), np.int64(395)]","[0.7406499482055416, 0.7303861799878455, 0.656765025925325]"
11700,"[np.int64(266), np.int64(421), np.int64(529)]","[0.730118799387627, 0.8027439406840792, 0.6621497995219772]"
11701,"[np.int64(89), np.int64(162), np.int64(468)]","[0.699999960495525, 0.7212761255742146, 0.9148655108652637]"
11702,"[np.int64(208), np.int64(298), np.int64(327)]","[0.6999999645564252, 0.6733685213040551, 0.6632478255880244]"
11703,"[np.int64(30), np.int64(148), np.int64(288)]","[0.6897756639038499, 0.7273770123919694, 0.6685648533068261]"
11704,"[np.int64(231), np.int64(335), np.int64(364)]","[0.7250292620898343, 0.69954903551093, 0.6198870174887842]"
11705,"[np.int64(85), np.int64(217), np.int64(530)]","[0.6426119994861128, 0.6312428572506565, 0.6478685179736623]"
11706,"[np.int64(163), np.int64(453), np.int64(522)]","[0.6127639063943918, 0.6719743656118123, 0.6285560965819249]"
11707,"[np.int64(10), np.int64(63), np.int64(511)]","[0.7004389552474217, 0.6381840690642123, 0.9771162997753358]"
11708,"[np.int64(257), np.int64(380), np.int64(522)]","[0.714746269478694, 0.7636007286217064, 0.7921015031450495]"
11709,"[np.int64(244), np.int64(268), np.int64(358)]","[0.6216310460191148, 0.6377005617682127, 0.6681352288287179]"
11710,"[np.int64(93), np.int64(208), np.int64(381)]","[0.6639927151619305, 0.6813185414868104, 0.7565150648113839]"
11711,"[np.int64(84), np.int64(85), np.int64(87)]","[0.6999999610825576, 0.6671880542270469, 0.6847585803940318]"
11712,"[np.int64(157), np.int64(169), np.int64(364)]","[0.657914917474424, 0.6545851594935566, 0.6999999617896782]"
11713,"[np.int64(358), np.int64(479), np.int64(504)]","[0.6772441635808849, 0.6297172380884746, 0.6534839312124102]"
11714,"[np.int64(369), np.int64(422), np.int64(504)]","[0.7712811520929609, 0.6999999589161344, 0.6418382791893402]"
11715,"[np.int64(6), np.int64(57), np.int64(65)]","[0.6486955638484886, 0.6685603082018995, 0.6646012254341572]"
11716,"[np.int64(82), np.int64(285), np.int64(405)]","[0.6831440397877545, 0.6442891314957785, 0.689168824593668]"
11717,"[np.int64(171), np.int64(377), np.int64(465)]","[0.6317085399633683, 0.6999999615412941, 0.6447033210127755]"
11718,"[np.int64(18), np.int64(200), np.int64(253)]","[0.6457977853213515, 0.6700896715045822, 0.6271444224689793]"
11719,"[np.int64(200), np.int64(470), np.int64(501)]","[0.6895610115870082, 0.6679986535066351, 0.6999999625043064]"
11720,"[np.int64(32), np.int64(279), np.int64(377)]","[0.6715423828983778, 0.641500031754299, 0.6999999638381476]"
11721,"[np.int64(261), np.int64(499), np.int64(530)]","[0.6532953214329105, 0.7578600950961973, 0.6999179188535645]"
11722,"[np.int64(217), np.int64(232), np.int64(421)]","[0.6757158276317747, 0.6238350062195818, 0.6220781577956548]"
11723,"[np.int64(57), np.int64(65), np.int64(506)]","[0.6559714109224646, 0.6949746953827677, 0.6225531242861864]"
11724,"[np.int64(89), np.int64(471), np.int64(479)]","[0.6928324758831496, 0.6472763088741094, 0.6557390312899485]"
11725,"[np.int64(106), np.int64(318), np.int64(417)]","[0.6296665315760005, 0.6387824954306545, 0.6142714912682576]"
11726,"[np.int64(358), np.int64(383), np.int64(504)]","[0.6733775009119894, 0.6999999601326936, 0.6658019900944865]"
11727,"[np.int64(89), np.int64(275), np.int64(364)]","[0.6999999603270246, 0.7464027653890599, 0.6636942628677689]"
11728,"[np.int64(63), np.int64(293), np.int64(337)]","[0.6618575868838474, 0.7596222645000013, 0.6862044896095686]"
11729,"[np.int64(89), np.int64(279), np.int64(470)]","[0.6999999637210811, 0.6470139973211129, 0.6535681013342386]"
11730,"[np.int64(479), np.int64(490), np.int64(529)]","[0.6721691974048137, 0.7027192738470909, 0.6813161641222027]"
11731,"[np.int64(103), np.int64(232), np.int64(501)]","[0.6363406731255896, 0.6274665894244978, 0.6894047873321725]"
11732,"[np.int64(80), np.int64(424), np.int64(465)]","[0.6392358606300708, 0.6384955616030631, 0.6999999532597091]"
11733,"[np.int64(364), np.int64(380), np.int64(461)]","[0.6520380605136409, 0.6000510134204794, 0.6638620477215273]"
11734,"[np.int64(157), np.int64(364), np.int64(377)]","[0.6051879066579766, 0.6189637337550572, 0.6999999619222526]"
11735,"[np.int64(84), np.int64(208), np.int64(273)]","[0.6283894258840781, 0.6633431810426189, 0.6344603234346852]"
11736,"[np.int64(208), np.int64(242), np.int64(249)]","[0.6999999594908036, 0.6491286334517057, 0.6782999600824934]"
11737,"[np.int64(490), np.int64(522), np.int64(529)]","[0.8797147759048338, 0.7092401855034993, 0.748689078670525]"
11738,"[np.int64(76), np.int64(246), np.int64(530)]","[0.6730342539648514, 0.6999999604807781, 0.6079265667800607]"
11739,"[np.int64(28), np.int64(120), np.int64(262)]","[0.6369445410683684, 0.615196905994007, 0.6114331577520264]"
11740,"[np.int64(82), np.int64(103), np.int64(298)]","[0.6131085472412159, 0.6101996990978409, 0.7837520882280186]"
11741,"[np.int64(61), np.int64(121), np.int64(239)]","[0.7966343492679282, 0.673004827527065, 0.6452029833892664]"
11742,"[np.int64(330), np.int64(465), np.int64(511)]","[0.6286893592146007, 0.68832466016073, 0.6528761911507561]"
11743,"[np.int64(228), np.int64(238), np.int64(333)]","[0.6847802808463661, 0.6880069598019098, 0.6735461431126057]"
11744,"[np.int64(129), np.int64(195), np.int64(288)]","[0.6489239568881044, 0.6584375197233959, 0.643521277750066]"
11745,"[np.int64(150), np.int64(232), np.int64(278)]","[0.633991481089205, 0.6447912192170017, 0.6575097890712442]"
11746,"[np.int64(73), np.int64(338), np.int64(468)]","[0.6779205034755535, 0.6494356840953974, 0.6999999634807272]"
11747,"[np.int64(217), np.int64(388), np.int64(422)]","[0.6188006472244725, 0.642771960833242, 0.6999999616848004]"
11748,"[np.int64(90), np.int64(335), np.int64(473)]","[0.7168724592129502, 0.7071178254222008, 0.8315475032651762]"
11749,"[np.int64(84), np.int64(388), np.int64(506)]","[0.692436676304513, 0.650186025996469, 0.6621920487987679]"
11750,"[np.int64(88), np.int64(106), np.int64(200)]","[0.8265253617745081, 0.675952070633486, 0.600502055369919]"
11751,"[np.int64(208), np.int64(465), np.int64(470)]","[0.6706503934489969, 0.6709496743367542, 0.699999960277739]"
11752,"[np.int64(506), np.int64(509), np.int64(510)]","[0.6999999575702521, 0.6961179747173627, 0.8143127921501088]"
11753,"[np.int64(25), np.int64(28), np.int64(63)]","[0.6352116514056727, 0.6725179750255511, 0.6371711565783229]"
11754,"[np.int64(148), np.int64(157), np.int64(217)]","[0.6438951194275658, 0.6959061870985239, 0.6400561709857161]"
11755,"[np.int64(27), np.int64(257), np.int64(415)]","[0.5495163449344279, 0.6801445319198935, 0.7215313025956775]"
11756,"[np.int64(157), np.int64(268), np.int64(345)]","[0.6392147013045978, 0.8229365932785413, 0.6300745160419442]"
11757,"[np.int64(162), np.int64(473), np.int64(510)]","[0.6390579717477368, 0.8266674868900734, 0.7718061012619849]"
11758,"[np.int64(338), np.int64(345), np.int64(468)]","[0.6263698199546329, 0.6525219253778809, 0.69999995783048]"
11759,"[np.int64(32), np.int64(171), np.int64(411)]","[0.9999999450565085, 0.6477199744146082, 0.6558097541778644]"
11760,"[np.int64(148), np.int64(490), np.int64(529)]","[0.6164405777276442, 0.7832398738346493, 0.7384965993246928]"
11761,"[np.int64(249), np.int64(377), np.int64(422)]","[0.6252848837129362, 0.6999999612395219, 0.6904610600345122]"
11762,"[np.int64(68), np.int64(333), np.int64(530)]","[0.7662121704175275, 0.6621796085424123, 0.6999999576891316]"
11763,"[np.int64(39), np.int64(67), np.int64(468)]","[0.6559725175474019, 0.679932475526723, 0.6999999631298466]"
11764,"[np.int64(200), np.int64(288), np.int64(395)]","[0.6801058253731451, 0.730957035893675, 0.6625496048913719]"
11765,"[np.int64(39), np.int64(83), np.int64(246)]","[0.6298877572524685, 0.8575086107029708, 0.6999999622099113]"
11766,"[np.int64(80), np.int64(200), np.int64(259)]","[0.8367892111345379, 0.621214736284679, 0.6248843366331185]"
11767,"[np.int64(169), np.int64(405), np.int64(449)]","[0.6729205716259204, 0.7396105511378689, 0.6594058310835444]"
11768,"[np.int64(269), np.int64(422), np.int64(465)]","[0.6070166698644497, 0.6964394773870382, 0.6586272057509571]"
11769,"[np.int64(74), np.int64(88), np.int64(370)]","[0.6669755657607778, 0.7582564715415586, 0.6079215859607553]"
11770,"[np.int64(18), np.int64(148), np.int64(200)]","[0.6739104959310276, 0.6978999440790266, 0.7110538862893888]"
11771,"[np.int64(208), np.int64(279), np.int64(426)]","[0.6893552899510343, 0.6729810083685527, 0.6662790159860682]"
11772,"[np.int64(118), np.int64(246), np.int64(395)]","[0.6864510506443151, 0.9322340020954323, 0.6771186084660588]"
11773,"[np.int64(231), np.int64(335), np.int64(424)]","[0.7378856754389187, 0.7312520616273517, 0.6160037217907827]"
11774,"[np.int64(83), np.int64(220), np.int64(461)]","[0.6516519392092235, 0.6407863230246739, 0.6505179960559593]"
11775,"[np.int64(63), np.int64(89), np.int64(530)]","[0.6476102314433441, 0.9808522626556928, 0.6324025954612738]"
11776,"[np.int64(27), np.int64(89), np.int64(448)]","[0.5732569110869284, 0.6999999605033737, 0.5545957368785277]"
11777,"[np.int64(86), np.int64(218), np.int64(338)]","[0.6265846586268742, 0.6371183811241995, 0.6319796023166637]"
11778,"[np.int64(295), np.int64(345), np.int64(510)]","[0.6815716371195988, 0.6883925404918396, 0.6963245365006198]"
11779,"[np.int64(157), np.int64(422), np.int64(470)]","[0.6250198345609468, 0.6999999580376735, 0.6231346597308913]"
11780,"[np.int64(84), np.int64(209), np.int64(369)]","[0.6155366263191306, 0.6089208699724211, 0.785209540833148]"
11781,"[np.int64(87), np.int64(358), np.int64(398)]","[0.6425969457510796, 0.8473364441016269, 0.7799900919094145]"
11782,"[np.int64(269), np.int64(377), np.int64(387)]","[0.6203897923782906, 0.6999999595374374, 0.6272254514996367]"
11783,"[np.int64(270), np.int64(292), np.int64(377)]","[0.7367512845220838, 0.62302320875902, 0.6999999629735246]"
11784,"[np.int64(172), np.int64(208), np.int64(424)]","[0.700138743891425, 0.6998791015685596, 0.6445361225056818]"
11785,"[np.int64(47), np.int64(68), np.int64(367)]","[0.6260802834718469, 0.7292190191997354, 0.631051530872166]"
11786,"[np.int64(76), np.int64(318), np.int64(364)]","[0.6999999554254847, 0.6417704546542535, 0.6715389884717464]"
11787,"[np.int64(79), np.int64(90), np.int64(351)]","[0.5727802265266061, 0.8983298139086902, 0.5686914902019186]"
11788,"[np.int64(338), np.int64(358), np.int64(504)]","[0.6161592594190763, 0.6426702726532241, 0.6592330453197058]"
11789,"[np.int64(217), np.int64(232), np.int64(262)]","[0.7169603037298236, 0.6323822894372734, 0.7764802119127849]"
11790,"[np.int64(49), np.int64(211), np.int64(370)]","[0.7441390671969698, 0.6078354124292793, 0.5937983985736353]"
11791,"[np.int64(205), np.int64(313), np.int64(422)]","[0.7093206553687703, 0.6074897805223569, 0.6999999625082306]"
11792,"[np.int64(157), np.int64(439), np.int64(470)]","[0.6683133787960375, 0.7059960865375231, 0.6655092211281001]"
11793,"[np.int64(84), np.int64(223), np.int64(318)]","[0.6122796172113343, 0.6699776307358389, 0.6039595600837716]"
11794,"[np.int64(71), np.int64(253), np.int64(461)]","[0.6345784658450275, 0.6607896792036596, 0.694376972619684]"
11795,"[np.int64(90), np.int64(288), np.int64(364)]","[0.8163591615416156, 0.6557104576540522, 0.6561404124032231]"
11796,"[np.int64(91), np.int64(410), np.int64(479)]","[0.6461173130402236, 0.6043311450278398, 0.625011867912463]"
11797,"[np.int64(84), np.int64(162), np.int64(346)]","[0.6431988233037932, 0.6590824565922555, 0.7674800974075944]"
11798,"[np.int64(249), np.int64(461), np.int64(473)]","[0.6072602819254872, 0.6128419884323721, 0.7413811704202624]"
